Time,Cars_inside,Total_spaces,Free_spaces,Air_value,Gate_status
11:53:41,6,10,4,35,ALLOW
11:53:42,6,10,4,35,ALLOW
11:53:43,6,10,4,35,ALLOW
11:53:44,6,10,4,35,ALLOW
11:53:44,6,10,4,35,ALLOW
11:53:45,6,10,4,35,ALLOW
11:53:46,6,10,4,35,ALLOW
11:53:47,6,10,4,35,ALLOW
11:53:48,6,10,4,35,ALLOW
11:53:49,6,10,4,35,ALLOW
11:53:50,6,10,4,34,ALLOW
11:53:52,6,10,4,35,ALLOW
11:53:53,6,10,4,35,ALLOW
11:53:54,6,10,4,35,ALLOW
11:53:55,6,10,4,35,ALLOW
11:53:56,6,10,4,35,ALLOW
11:53:57,6,10,4,35,ALLOW
11:53:58,6,10,4,34,ALLOW
11:53:59,6,10,4,35,ALLOW
11:54:00,6,10,4,35,ALLOW
11:54:01,6,10,4,35,ALLOW
11:54:02,6,10,4,36,ALLOW
11:54:03,6,10,4,35,ALLOW
11:54:04,6,10,4,35,ALLOW
11:54:05,6,10,4,35,ALLOW
11:54:06,6,10,4,35,ALLOW
11:54:07,6,10,4,35,ALLOW
11:54:08,6,10,4,35,ALLOW
11:54:09,6,10,4,35,ALLOW
11:54:10,6,10,4,35,ALLOW
11:54:11,6,10,4,34,ALLOW
11:54:12,6,10,4,35,ALLOW
11:54:12,6,10,4,35,ALLOW
11:54:13,6,10,4,34,ALLOW
11:54:14,6,10,4,35,ALLOW
11:54:15,6,10,4,34,ALLOW
11:54:16,6,10,4,35,ALLOW
11:54:17,6,10,4,34,ALLOW
11:54:18,6,10,4,35,ALLOW
11:54:20,6,10,4,35,ALLOW
11:54:21,6,10,4,35,ALLOW
11:54:22,6,10,4,35,ALLOW
11:54:23,6,10,4,35,ALLOW
11:54:24,6,10,4,35,ALLOW
11:54:25,6,10,4,36,ALLOW
11:54:26,6,10,4,36,ALLOW
11:54:27,6,10,4,37,ALLOW
11:54:28,6,10,4,37,ALLOW
11:54:29,6,10,4,37,ALLOW
11:54:30,6,10,4,37,ALLOW
11:54:31,6,10,4,37,ALLOW
11:54:32,6,10,4,36,ALLOW
11:54:33,6,10,4,36,ALLOW
11:54:34,6,10,4,36,ALLOW
11:54:35,6,10,4,36,ALLOW
11:54:36,6,10,4,37,ALLOW
11:54:37,6,10,4,36,ALLOW
11:54:38,6,10,4,37,ALLOW
11:54:39,6,10,4,37,ALLOW
11:54:40,6,10,4,36,ALLOW
11:54:41,6,10,4,36,ALLOW
11:54:42,6,10,4,36,ALLOW
11:54:43,6,10,4,36,ALLOW
11:54:44,6,10,4,35,ALLOW
11:54:45,6,10,4,36,ALLOW
11:54:46,6,10,4,36,ALLOW
11:54:47,6,10,4,35,ALLOW
11:54:47,6,10,4,36,ALLOW
11:54:48,6,10,4,35,ALLOW
11:54:49,6,10,4,35,ALLOW
11:54:50,6,10,4,35,ALLOW
11:54:51,6,10,4,35,ALLOW
11:54:52,6,10,4,35,ALLOW
11:54:53,6,10,4,35,ALLOW
11:54:54,6,10,4,35,ALLOW
11:54:55,6,10,4,35,ALLOW
11:54:56,6,10,4,35,ALLOW
11:54:57,6,10,4,35,ALLOW
11:54:58,6,10,4,35,ALLOW
11:54:59,6,10,4,35,ALLOW
11:55:01,6,10,4,35,ALLOW
11:55:02,6,10,4,35,ALLOW
11:55:03,6,10,4,35,ALLOW
11:55:04,6,10,4,35,ALLOW
11:55:05,6,10,4,35,ALLOW
11:55:06,6,10,4,35,ALLOW
11:55:07,6,10,4,35,ALLOW
11:55:08,6,10,4,35,ALLOW
11:55:09,6,10,4,35,ALLOW
11:55:10,6,10,4,35,ALLOW
11:55:11,6,10,4,35,ALLOW
11:55:12,6,10,4,35,ALLOW
11:55:13,6,10,4,35,ALLOW
11:55:14,6,10,4,35,ALLOW
11:55:15,6,10,4,35,ALLOW
11:55:16,6,10,4,35,ALLOW
11:55:17,6,10,4,35,ALLOW
11:55:18,6,10,4,34,ALLOW
11:55:19,6,10,4,35,ALLOW
11:55:20,6,10,4,34,ALLOW
11:55:21,6,10,4,34,ALLOW
11:55:22,6,10,4,34,ALLOW
11:55:23,6,10,4,35,ALLOW
11:55:24,6,10,4,35,ALLOW
11:55:24,6,10,4,35,ALLOW
11:55:25,6,10,4,35,ALLOW
11:55:26,6,10,4,35,ALLOW
11:55:27,6,10,4,35,ALLOW
11:55:28,6,10,4,35,ALLOW
11:55:29,6,10,4,34,ALLOW
11:55:30,6,10,4,35,ALLOW
11:55:32,6,10,4,35,ALLOW
11:55:33,6,10,4,35,ALLOW
11:55:34,6,10,4,34,ALLOW
11:55:35,6,10,4,34,ALLOW
11:55:36,6,10,4,34,ALLOW
11:55:37,6,10,4,34,ALLOW
11:55:38,6,10,4,34,ALLOW
11:55:39,6,10,4,34,ALLOW
11:55:40,6,10,4,34,ALLOW
11:55:41,6,10,4,34,ALLOW
11:55:42,6,10,4,34,ALLOW
11:55:43,6,10,4,34,ALLOW
11:55:44,6,10,4,34,ALLOW
11:55:45,6,10,4,34,ALLOW
11:55:46,6,10,4,33,ALLOW
11:55:47,6,10,4,34,ALLOW
11:55:48,6,10,4,34,ALLOW
11:55:49,6,10,4,33,ALLOW
11:55:50,6,10,4,34,ALLOW
11:55:51,6,10,4,33,ALLOW
11:55:52,6,10,4,33,ALLOW
11:55:53,6,10,4,34,ALLOW
11:55:54,6,10,4,34,ALLOW
11:55:55,6,10,4,34,ALLOW
11:55:56,6,10,4,34,ALLOW
11:55:56,6,10,4,34,ALLOW
11:55:57,6,10,4,34,ALLOW
11:55:58,6,10,4,34,ALLOW
11:55:59,6,10,4,34,ALLOW
11:56:00,6,10,4,34,ALLOW
11:56:01,6,10,4,34,ALLOW
11:56:02,6,10,4,33,ALLOW
11:56:03,6,10,4,34,ALLOW
11:56:04,6,10,4,33,ALLOW
11:56:05,6,10,4,34,ALLOW
11:56:06,6,10,4,34,ALLOW
11:56:07,6,10,4,33,ALLOW
11:56:09,6,10,4,34,ALLOW
11:56:10,6,10,4,33,ALLOW
11:56:11,6,10,4,34,ALLOW
11:56:12,6,10,4,34,ALLOW
11:56:13,6,10,4,34,ALLOW
11:56:14,6,10,4,34,ALLOW
11:56:15,6,10,4,34,ALLOW
11:56:16,6,10,4,34,ALLOW
11:56:17,6,10,4,34,ALLOW
11:56:18,6,10,4,34,ALLOW
11:56:19,6,10,4,34,ALLOW
11:56:20,6,10,4,34,ALLOW
11:56:21,6,10,4,33,ALLOW
11:56:22,6,10,4,34,ALLOW
11:56:23,6,10,4,34,ALLOW
11:56:24,6,10,4,34,ALLOW
11:56:25,6,10,4,34,ALLOW
11:56:26,6,10,4,33,ALLOW
11:56:27,6,10,4,34,ALLOW
11:56:28,6,10,4,34,ALLOW
11:56:29,6,10,4,34,ALLOW
11:56:30,6,10,4,34,ALLOW
11:56:31,6,10,4,34,ALLOW
11:56:32,6,10,4,34,ALLOW
11:56:33,6,10,4,33,ALLOW
11:56:34,6,10,4,34,ALLOW
11:56:34,6,10,4,34,ALLOW
11:56:35,6,10,4,34,ALLOW
11:56:36,6,10,4,34,ALLOW
11:56:37,6,10,4,34,ALLOW
11:56:38,6,10,4,34,ALLOW
11:56:39,6,10,4,35,ALLOW
11:56:40,6,10,4,34,ALLOW
11:56:41,6,10,4,35,ALLOW
11:56:42,6,10,4,35,ALLOW
11:56:43,6,10,4,34,ALLOW
11:56:44,6,10,4,35,ALLOW
11:56:45,6,10,4,35,ALLOW
11:56:46,6,10,4,34,ALLOW
11:56:47,6,10,4,35,ALLOW
11:56:48,6,10,4,35,ALLOW
11:56:49,6,10,4,34,ALLOW
11:56:51,6,10,4,35,ALLOW
11:56:52,6,10,4,34,ALLOW
11:56:53,6,10,4,34,ALLOW
11:56:54,6,10,4,34,ALLOW
11:56:55,6,10,4,34,ALLOW
11:56:56,6,10,4,34,ALLOW
11:56:57,6,10,4,34,ALLOW
11:56:58,6,10,4,34,ALLOW
11:56:59,6,10,4,34,ALLOW
11:57:00,6,10,4,34,ALLOW
11:57:01,6,10,4,34,ALLOW
11:57:02,6,10,4,34,ALLOW
11:57:03,6,10,4,34,ALLOW
11:57:04,6,10,4,34,ALLOW
11:57:05,6,10,4,34,ALLOW
11:57:06,6,10,4,34,ALLOW
11:57:07,6,10,4,34,ALLOW
11:57:08,6,10,4,34,ALLOW
11:57:09,6,10,4,34,ALLOW
11:57:10,6,10,4,34,ALLOW
11:57:11,6,10,4,34,ALLOW
11:57:12,6,10,4,34,ALLOW
11:57:13,6,10,4,34,ALLOW
11:57:13,6,10,4,34,ALLOW
11:57:14,6,10,4,34,ALLOW
11:57:15,6,10,4,34,ALLOW
11:57:16,6,10,4,34,ALLOW
11:57:17,6,10,4,34,ALLOW
11:57:18,6,10,4,34,ALLOW
11:57:19,6,10,4,34,ALLOW
11:57:20,6,10,4,33,ALLOW
11:57:21,6,10,4,34,ALLOW
11:57:22,6,10,4,33,ALLOW
11:57:23,6,10,4,33,ALLOW
11:57:24,6,10,4,34,ALLOW
11:57:25,6,10,4,34,ALLOW
11:57:26,6,10,4,33,ALLOW
11:57:28,6,10,4,33,ALLOW
11:57:29,6,10,4,34,ALLOW
11:57:30,6,10,4,35,ALLOW
11:57:31,6,10,4,35,ALLOW
11:57:32,6,10,4,34,ALLOW
11:57:33,6,10,4,34,ALLOW
11:57:34,6,10,4,34,ALLOW
11:57:35,6,10,4,35,ALLOW
11:57:36,6,10,4,35,ALLOW
11:57:37,6,10,4,34,ALLOW
11:57:38,6,10,4,34,ALLOW
11:57:39,6,10,4,34,ALLOW
11:57:40,6,10,4,34,ALLOW
11:57:41,6,10,4,34,ALLOW
11:57:42,6,10,4,34,ALLOW
11:57:43,6,10,4,34,ALLOW
11:57:44,6,10,4,34,ALLOW
11:57:45,6,10,4,34,ALLOW
11:57:46,6,10,4,35,ALLOW
11:57:47,6,10,4,35,ALLOW
11:57:48,6,10,4,35,ALLOW
11:57:49,6,10,4,35,ALLOW
11:57:49,6,10,4,35,ALLOW
11:57:50,6,10,4,35,ALLOW
11:57:51,6,10,4,35,ALLOW
11:57:52,6,10,4,35,ALLOW
11:57:53,6,10,4,35,ALLOW
11:57:54,6,10,4,35,ALLOW
11:57:55,6,10,4,35,ALLOW
11:57:56,6,10,4,35,ALLOW
11:57:57,6,10,4,35,ALLOW
11:57:58,6,10,4,35,ALLOW
11:57:59,6,10,4,35,ALLOW
11:58:00,6,10,4,35,ALLOW
11:58:02,6,10,4,35,ALLOW
11:58:03,6,10,4,35,ALLOW
11:58:04,6,10,4,36,ALLOW
11:58:05,6,10,4,35,ALLOW
11:58:06,6,10,4,36,ALLOW
11:58:07,6,10,4,36,ALLOW
11:58:08,6,10,4,36,ALLOW
11:58:09,6,10,4,35,ALLOW
11:58:10,6,10,4,36,ALLOW
11:58:11,6,10,4,35,ALLOW
11:58:12,6,10,4,35,ALLOW
11:58:13,6,10,4,35,ALLOW
11:58:14,6,10,4,35,ALLOW
11:58:15,6,10,4,35,ALLOW
11:58:16,6,10,4,35,ALLOW
11:58:17,6,10,4,35,ALLOW
11:58:18,6,10,4,35,ALLOW
11:58:19,6,10,4,34,ALLOW
11:58:20,6,10,4,34,ALLOW
11:58:21,6,10,4,34,ALLOW
11:58:22,6,10,4,34,ALLOW
11:58:23,6,10,4,35,ALLOW
11:58:24,6,10,4,35,ALLOW
11:58:24,6,10,4,35,ALLOW
11:58:25,6,10,4,35,ALLOW
11:58:26,6,10,4,35,ALLOW
11:58:27,7,10,3,36,ALLOW
11:58:28,7,10,3,35,ALLOW
11:58:29,7,10,3,36,ALLOW
11:58:30,7,10,3,35,ALLOW
11:58:31,7,10,3,35,ALLOW
11:58:32,7,10,3,35,ALLOW
11:58:33,7,10,3,35,ALLOW
11:58:34,7,10,3,35,ALLOW
11:58:35,7,10,3,35,ALLOW
11:58:36,7,10,3,35,ALLOW
11:58:37,7,10,3,36,ALLOW
11:58:38,7,10,3,36,ALLOW
11:58:40,7,10,3,35,ALLOW
11:58:41,7,10,3,35,ALLOW
11:58:42,7,10,3,35,ALLOW
11:58:43,7,10,3,35,ALLOW
11:58:44,7,10,3,35,ALLOW
11:58:45,7,10,3,35,ALLOW
11:58:46,7,10,3,35,ALLOW
11:58:47,8,10,2,35,ALLOW
11:58:48,8,10,2,34,ALLOW
11:58:49,8,10,2,34,ALLOW
11:58:50,8,10,2,35,ALLOW
11:58:51,8,10,2,35,ALLOW
11:58:52,8,10,2,35,ALLOW
11:58:53,8,10,2,35,ALLOW
11:58:54,8,10,2,36,ALLOW
11:58:55,8,10,2,35,ALLOW
11:58:56,8,10,2,35,ALLOW
11:58:56,8,10,2,35,ALLOW
11:58:57,8,10,2,35,ALLOW
11:58:58,8,10,2,34,ALLOW
11:58:59,8,10,2,34,ALLOW
11:59:00,8,10,2,34,ALLOW
11:59:01,8,10,2,34,ALLOW
11:59:02,8,10,2,34,ALLOW
11:59:03,8,10,2,34,ALLOW
11:59:04,8,10,2,34,ALLOW
11:59:05,8,10,2,34,ALLOW
11:59:06,8,10,2,34,ALLOW
11:59:07,8,10,2,34,ALLOW
11:59:08,8,10,2,35,ALLOW
11:59:09,8,10,2,35,ALLOW
11:59:10,8,10,2,34,ALLOW
11:59:11,8,10,2,34,ALLOW
11:59:12,8,10,2,35,ALLOW
11:59:14,8,10,2,35,ALLOW
11:59:15,8,10,2,35,ALLOW
11:59:16,8,10,2,35,ALLOW
11:59:17,8,10,2,35,ALLOW
11:59:18,8,10,2,34,ALLOW
11:59:19,8,10,2,35,ALLOW
11:59:20,8,10,2,35,ALLOW
11:59:21,8,10,2,35,ALLOW
11:59:22,8,10,2,35,ALLOW
11:59:23,8,10,2,35,ALLOW
11:59:24,8,10,2,35,ALLOW
11:59:25,8,10,2,36,ALLOW
11:59:26,8,10,2,35,ALLOW
11:59:27,8,10,2,35,ALLOW
11:59:28,8,10,2,35,ALLOW
11:59:29,8,10,2,35,ALLOW
11:59:30,8,10,2,36,ALLOW
11:59:31,8,10,2,36,ALLOW
11:59:32,8,10,2,35,ALLOW
11:59:33,8,10,2,35,ALLOW
11:59:33,8,10,2,35,ALLOW
11:59:34,8,10,2,35,ALLOW
11:59:35,8,10,2,35,ALLOW
11:59:36,8,10,2,34,ALLOW
11:59:37,8,10,2,34,ALLOW
11:59:38,8,10,2,34,ALLOW
11:59:39,8,10,2,34,ALLOW
11:59:40,8,10,2,34,ALLOW
11:59:41,8,10,2,34,ALLOW
11:59:42,8,10,2,34,ALLOW
11:59:43,8,10,2,35,ALLOW
11:59:44,8,10,2,35,ALLOW
11:59:45,8,10,2,34,ALLOW
11:59:46,8,10,2,34,ALLOW
11:59:47,8,10,2,34,ALLOW
11:59:49,8,10,2,34,ALLOW
11:59:50,8,10,2,34,ALLOW
11:59:51,8,10,2,35,ALLOW
11:59:52,8,10,2,35,ALLOW
11:59:53,8,10,2,35,ALLOW
11:59:54,8,10,2,36,ALLOW
11:59:55,8,10,2,35,ALLOW
11:59:56,8,10,2,35,ALLOW
11:59:57,8,10,2,35,ALLOW
11:59:58,8,10,2,35,ALLOW
11:59:59,8,10,2,35,ALLOW
12:00:00,8,10,2,35,ALLOW
12:00:01,8,10,2,35,ALLOW
12:00:02,8,10,2,35,ALLOW
12:00:03,8,10,2,35,ALLOW
12:00:04,8,10,2,34,ALLOW
12:00:05,8,10,2,34,ALLOW
12:00:06,8,10,2,34,ALLOW
12:00:07,8,10,2,34,ALLOW
12:00:08,8,10,2,34,ALLOW
12:00:09,8,10,2,34,ALLOW
12:00:09,8,10,2,34,ALLOW
12:00:10,8,10,2,34,ALLOW
12:00:11,8,10,2,34,ALLOW
12:00:12,8,10,2,34,ALLOW
12:00:13,8,10,2,34,ALLOW
12:00:14,8,10,2,34,ALLOW
12:00:15,8,10,2,35,ALLOW
12:00:16,8,10,2,35,ALLOW
12:00:17,8,10,2,35,ALLOW
12:00:18,8,10,2,34,ALLOW
12:00:19,8,10,2,35,ALLOW
12:00:20,8,10,2,35,ALLOW
12:00:21,8,10,2,34,ALLOW
12:00:22,8,10,2,34,ALLOW
12:00:23,8,10,2,34,ALLOW
12:00:25,8,10,2,34,ALLOW
12:00:26,8,10,2,34,ALLOW
12:00:27,8,10,2,34,ALLOW
12:00:28,8,10,2,34,ALLOW
12:00:29,8,10,2,34,ALLOW
12:00:30,8,10,2,34,ALLOW
12:00:31,8,10,2,34,ALLOW
12:00:32,8,10,2,34,ALLOW
12:00:33,8,10,2,34,ALLOW
12:00:34,8,10,2,34,ALLOW
12:00:35,8,10,2,34,ALLOW
12:00:36,8,10,2,34,ALLOW
12:00:37,8,10,2,33,ALLOW
12:00:38,8,10,2,34,ALLOW
12:00:39,8,10,2,34,ALLOW
12:00:40,8,10,2,34,ALLOW
12:00:41,8,10,2,34,ALLOW
12:00:42,8,10,2,33,ALLOW
12:00:43,8,10,2,34,ALLOW
12:00:44,8,10,2,34,ALLOW
12:00:44,8,10,2,34,ALLOW
12:00:45,8,10,2,34,ALLOW
12:00:46,8,10,2,34,ALLOW
12:00:47,8,10,2,34,ALLOW
12:00:48,8,10,2,35,ALLOW
12:00:49,8,10,2,34,ALLOW
12:00:50,8,10,2,34,ALLOW
12:00:51,8,10,2,34,ALLOW
12:00:52,8,10,2,34,ALLOW
12:00:53,8,10,2,34,ALLOW
12:00:54,8,10,2,34,ALLOW
12:00:55,8,10,2,33,ALLOW
12:00:56,8,10,2,33,ALLOW
12:00:57,8,10,2,34,ALLOW
12:00:58,8,10,2,33,ALLOW
12:00:59,8,10,2,34,ALLOW
12:01:00,8,10,2,34,ALLOW
12:01:01,8,10,2,34,ALLOW
12:01:03,8,10,2,34,ALLOW
12:01:04,8,10,2,35,ALLOW
